UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1473874207,9/14/2016 12:00:00 AM,07:30:07,301.63,53,30.42,81,169.67,0.0,06:10:00,18:26:00
1482585650,12/24/2016 12:00:00 AM,03:20:50,1.27,46,30.45,47,168.13,7.87,06:54:00,17:50:00
1478293518,11/4/2016 12:00:00 AM,11:05:18,901.41,64,30.46,29,126.11,2.25,06:25:00,17:47:00
1483123202,12/30/2016 12:00:00 AM,08:40:02,121.65,44,30.32,62,192.13,7.87,06:57:00,17:54:00
1476696923,10/16/2016 12:00:00 AM,23:35:23,1.24,52,30.49,38,126.09,9.0,06:18:00,17:59:00
1482379249,12/21/2016 12:00:00 AM,18:00:49,2.03,50,30.4,66,101.66,6.75,06:53:00,17:49:00
1482098718,12/18/2016 12:00:00 AM,12:05:18,412.56,51,30.37,97,201.77,7.87,06:51:00,17:47:00
1476672324,10/16/2016 12:00:00 AM,16:45:24,180.5,62,30.48,26,124.05,1.12,06:18:00,17:59:00
1478403605,11/5/2016 12:00:00 AM,17:40:05,8.78,56,30.45,29,123.44,3.37,06:26:00,17:46:00
1480712408,12/2/2016 12:00:00 AM,11:00:08,23.17,45,30.41,93,195.41,5.62,06:42:00,17:42:00
1475546421,10/3/2016 12:00:00 AM,16:00:21,169.82,53,30.41,102,90.96,5.62,06:14:00,18:09:00
1481267153,12/8/2016 12:00:00 AM,21:05:53,1.28,53,30.4,63,344.27,2.25,06:45:00,17:44:00
1479138602,11/14/2016 12:00:00 AM,05:50:02,1.18,45,30.44,45,125.53,5.62,06:31:00,17:43:00
1478434501,11/6/2016 12:00:00 AM,02:15:01,1.23,46,30.46,27,173.95,5.62,06:26:00,17:46:00
1478891101,11/11/2016 12:00:00 AM,09:05:01,576.71,60,30.52,24,10.95,2.25,06:29:00,17:44:00
1476887417,10/19/2016 12:00:00 AM,04:30:17,1.22,47,30.43,94,182.71,9.0,06:19:00,17:56:00
1476429926,10/13/2016 12:00:00 AM,21:25:26,1.25,51,30.49,38,185.53,6.75,06:17:00,18:01:00
1474655130,9/23/2016 12:00:00 AM,08:25:30,211.62,55,30.46,100,114.54,11.25,06:12:00,18:18:00
1478698801,11/9/2016 12:00:00 AM,03:40:01,1.19,44,30.4,71,181.06,6.75,06:28:00,17:45:00
1472849703,9/2/2016 12:00:00 AM,10:55:03,981.26,63,30.47,51,15.09,9.0,06:07:00,18:37:00
1482308717,12/20/2016 12:00:00 AM,22:25:17,1.22,47,30.51,84,127.63,5.62,06:52:00,17:48:00
1479176401,11/14/2016 12:00:00 AM,16:20:01,41.76,52,30.44,100,16.74,5.62,06:31:00,17:43:00
1481952317,12/16/2016 12:00:00 AM,19:25:17,1.22,48,30.23,25,203.77,24.75,06:50:00,17:46:00
1474456805,9/21/2016 12:00:00 AM,01:20:05,1.22,46,30.39,77,162.14,5.62,06:11:00,18:20:00
1473705619,9/12/2016 12:00:00 AM,08:40:19,594.34,59,30.51,69,63.04,2.25,06:09:00,18:28:00
1475848522,10/7/2016 12:00:00 AM,03:55:22,1.22,46,30.4,80,183.67,7.87,06:15:00,18:06:00
1480334418,11/28/2016 12:00:00 AM,02:00:18,1.21,48,30.44,22,64.69,3.37,06:39:00,17:42:00
1473955503,9/15/2016 12:00:00 AM,06:05:03,1.44,48,30.41,99,165.21,2.25,06:10:00,18:26:00
1472987703,9/4/2016 12:00:00 AM,01:15:03,3.34,49,30.46,91,139.86,2.25,06:08:00,18:35:00
1473944409,9/15/2016 12:00:00 AM,03:00:09,1.24,48,30.4,97,202.07,9.0,06:10:00,18:26:00
1475752524,10/6/2016 12:00:00 AM,01:15:24,1.22,49,30.45,95,195.62,6.75,06:15:00,18:07:00
1476891918,10/19/2016 12:00:00 AM,05:45:18,1.19,49,30.44,100,177.15,6.75,06:19:00,17:56:00
1479951602,11/23/2016 12:00:00 AM,15:40:02,214.36,50,30.4,86,109.93,3.37,06:36:00,17:42:00
1474817720,9/25/2016 12:00:00 AM,05:35:20,1.24,47,30.46,64,183.5,7.87,06:12:00,18:16:00
1481400051,12/10/2016 12:00:00 AM,10:00:51,177.46,52,30.42,94,213.93,4.5,06:47:00,17:44:00
1478425205,11/5/2016 12:00:00 AM,23:40:05,1.24,48,30.5,26,176.79,9.0,06:26:00,17:46:00
1475915421,10/7/2016 12:00:00 AM,22:30:21,1.22,49,30.44,94,190.66,6.75,06:15:00,18:06:00
1476947118,10/19/2016 12:00:00 AM,21:05:18,1.26,51,30.48,102,81.35,2.25,06:19:00,17:56:00
1482684396,12/25/2016 12:00:00 AM,06:46:36,3.25,45,30.44,96,161.3,12.37,06:55:00,17:51:00
1472769906,9/1/2016 12:00:00 AM,12:45:06,1069.16,61,30.45,62,65.54,4.5,06:07:00,18:38:00
1483006849,12/29/2016 12:00:00 AM,00:20:49,1.16,38,30.36,64,180.33,6.75,06:56:00,17:53:00
1474473003,9/21/2016 12:00:00 AM,05:50:03,1.21,46,30.39,99,141.79,7.87,06:11:00,18:20:00
1476503121,10/14/2016 12:00:00 AM,17:45:21,22.5,61,30.46,37,79.41,2.25,06:17:00,18:00:00
1478385002,11/5/2016 12:00:00 AM,12:30:02,939.25,65,30.47,25,39.61,13.5,06:26:00,17:46:00
1479180602,11/14/2016 12:00:00 AM,17:30:02,14.83,52,30.45,99,101.04,4.5,06:31:00,17:43:00
1476977119,10/20/2016 12:00:00 AM,05:25:19,1.22,46,30.44,99,165.75,6.75,06:19:00,17:56:00
1476638721,10/16/2016 12:00:00 AM,07:25:21,207.3,54,30.52,21,162.05,5.62,06:18:00,17:59:00
1474521020,9/21/2016 12:00:00 AM,19:10:20,1.24,52,30.4,58,147.25,5.62,06:11:00,18:20:00
1483126502,12/30/2016 12:00:00 AM,09:35:02,278.58,49,30.34,52,193.67,0.0,06:57:00,17:54:00
1473654018,9/11/2016 12:00:00 AM,18:20:18,8.87,56,30.47,99,90.32,2.25,06:09:00,18:29:00
1479270303,11/15/2016 12:00:00 AM,18:25:03,1.23,50,30.45,92,127.27,9.0,06:31:00,17:43:00
1474060805,9/16/2016 12:00:00 AM,11:20:05,474.52,58,30.48,80,121.28,6.75,06:10:00,18:25:00
1480280118,11/27/2016 12:00:00 AM,10:55:18,820.39,54,30.48,81,55.81,6.75,06:38:00,17:42:00
1478905801,11/11/2016 12:00:00 AM,13:10:01,846.66,64,30.47,46,31.35,14.62,06:29:00,17:44:00
1481900124,12/16/2016 12:00:00 AM,04:55:24,1.21,37,30.21,84,61.78,2.25,06:50:00,17:46:00
1476177923,10/10/2016 12:00:00 AM,23:25:23,1.26,49,30.43,96,125.46,2.25,06:16:00,18:03:00
1481804702,12/15/2016 12:00:00 AM,02:25:02,1.3,38,30.25,66,222.05,3.37,06:50:00,17:46:00
1482736250,12/25/2016 12:00:00 AM,21:10:50,1.2,47,30.45,101,15.45,2.25,06:55:00,17:51:00
1477168218,10/22/2016 12:00:00 AM,10:30:18,887.6,55,30.42,78,80.55,5.62,06:20:00,17:54:00
1476012620,10/9/2016 12:00:00 AM,01:30:20,1.23,50,30.41,86,189.69,11.25,06:16:00,18:04:00
1474739422,9/24/2016 12:00:00 AM,07:50:22,350.74,58,30.47,88,117.4,3.37,06:12:00,18:17:00
1475169921,9/29/2016 12:00:00 AM,07:25:21,278.29,52,30.43,42,142.16,2.25,06:13:00,18:13:00
1477397722,10/25/2016 12:00:00 AM,02:15:22,1.2,45,30.43,62,187.77,11.25,06:21:00,17:52:00
1474320903,9/19/2016 12:00:00 AM,11:35:03,1059.98,66,30.45,25,13.66,3.37,06:11:00,18:22:00
1474830628,9/25/2016 12:00:00 AM,09:10:28,714.1,63,30.5,26,25.13,5.62,06:12:00,18:16:00
1481361949,12/9/2016 12:00:00 AM,23:25:49,1.24,48,30.42,99,268.63,4.5,06:46:00,17:44:00
1479100501,11/13/2016 12:00:00 AM,19:15:01,1.19,47,30.46,99,120.6,6.75,06:30:00,17:44:00
1474182913,9/17/2016 12:00:00 AM,21:15:13,1.25,53,30.49,85,148.76,3.37,06:10:00,18:24:00
1480048804,11/24/2016 12:00:00 AM,18:40:04,1.2,46,30.48,99,101.71,7.87,06:37:00,17:42:00
1478091918,11/2/2016 12:00:00 AM,03:05:18,1.26,42,30.44,41,168.38,5.62,06:24:00,17:48:00
1474670421,9/23/2016 12:00:00 AM,12:40:21,423.09,60,30.44,85,6.28,3.37,06:12:00,18:18:00
1478952902,11/12/2016 12:00:00 AM,02:15:02,1.19,46,30.47,73,171.01,4.5,06:30:00,17:44:00
1479940502,11/23/2016 12:00:00 AM,12:35:02,857.33,52,30.42,86,6.75,4.5,06:36:00,17:42:00
1478481302,11/6/2016 12:00:00 AM,15:15:02,553.39,65,30.43,61,0.44,1.12,06:26:00,17:46:00
1479370501,11/16/2016 12:00:00 AM,22:15:01,1.22,45,30.44,83,146.99,5.62,06:32:00,17:43:00
1479102302,11/13/2016 12:00:00 AM,19:45:02,1.21,46,30.47,100,36.63,1.12,06:30:00,17:44:00
1473270324,9/7/2016 12:00:00 AM,07:45:24,269.56,51,30.43,95,157.94,5.62,06:08:00,18:33:00
1480173302,11/26/2016 12:00:00 AM,05:15:02,1.22,43,30.43,47,135.69,7.87,06:38:00,17:42:00
1481789105,12/14/2016 12:00:00 AM,22:05:05,1.29,43,30.29,42,191.82,9.0,06:49:00,17:46:00
1481240149,12/8/2016 12:00:00 AM,13:35:49,285.68,58,30.35,89,108.72,3.37,06:45:00,17:44:00
1478353517,11/5/2016 12:00:00 AM,03:45:17,1.24,48,30.45,34,168.94,10.12,06:26:00,17:46:00
1478224518,11/3/2016 12:00:00 AM,15:55:18,438.39,62,30.41,39,10.34,4.5,06:25:00,17:47:00
1481596202,12/12/2016 12:00:00 AM,16:30:02,61.83,50,30.3,102,290.18,18.0,06:48:00,17:45:00
1475430021,10/2/2016 12:00:00 AM,07:40:21,338.33,53,30.45,100,60.36,5.62,06:14:00,18:10:00
1472731505,9/1/2016 12:00:00 AM,02:05:05,2.84,51,30.41,103,127.54,12.37,06:07:00,18:38:00
1482709302,12/25/2016 12:00:00 AM,13:41:42,801.55,54,30.42,81,48.14,6.75,06:55:00,17:51:00
1480677306,12/2/2016 12:00:00 AM,01:15:06,1.18,45,30.39,93,160.37,2.25,06:42:00,17:42:00
1478389503,11/5/2016 12:00:00 AM,13:45:03,834.92,64,30.45,27,122.11,7.87,06:26:00,17:46:00
1474840525,9/25/2016 12:00:00 AM,11:55:25,1042.27,64,30.48,46,16.52,5.62,06:12:00,18:16:00
1482347733,12/21/2016 12:00:00 AM,09:15:33,515.98,57,30.46,58,107.83,3.37,06:53:00,17:49:00
1476643523,10/16/2016 12:00:00 AM,08:45:23,480.96,64,30.54,14,105.0,6.75,06:18:00,17:59:00
1479028202,11/12/2016 12:00:00 AM,23:10:02,1.2,47,30.48,52,182.1,5.62,06:30:00,17:44:00
1472892303,9/2/2016 12:00:00 AM,22:45:03,3.19,53,30.46,99,92.95,3.37,06:07:00,18:37:00
1475691922,10/5/2016 12:00:00 AM,08:25:22,287.83,55,30.46,100,99.3,6.75,06:14:00,18:08:00
1479861004,11/22/2016 12:00:00 AM,14:30:04,312.76,48,30.39,99,0.11,7.87,06:35:00,17:42:00
1478314820,11/4/2016 12:00:00 AM,17:00:20,124.59,58,30.43,57,128.76,6.75,06:25:00,17:47:00
1475901021,10/7/2016 12:00:00 AM,18:30:21,1.22,52,30.41,88,180.49,7.87,06:15:00,18:06:00
1475367926,10/1/2016 12:00:00 AM,14:25:26,487.41,56,30.42,100,0.11,5.62,06:13:00,18:11:00
1481736004,12/14/2016 12:00:00 AM,07:20:04,17.25,38,30.3,58,228.72,5.62,06:49:00,17:46:00
1476900918,10/19/2016 12:00:00 AM,08:15:18,474.75,56,30.47,92,182.89,2.25,06:19:00,17:56:00
1476933317,10/19/2016 12:00:00 AM,17:15:17,58.49,53,30.43,102,308.06,2.25,06:19:00,17:56:00
1482435349,12/22/2016 12:00:00 AM,09:35:49,591.46,55,30.45,64,89.97,5.62,06:53:00,17:49:00
1474271404,9/18/2016 12:00:00 AM,21:50:04,1.26,51,30.47,40,146.37,6.75,06:11:00,18:23:00
1476840618,10/18/2016 12:00:00 AM,15:30:18,188.71,57,30.4,98,143.26,2.25,06:18:00,17:57:00
1475054423,9/27/2016 12:00:00 AM,23:20:23,1.22,50,30.41,89,174.97,3.37,06:13:00,18:15:00
1475124919,9/28/2016 12:00:00 AM,18:55:19,1.2,53,30.39,93,89.91,1.12,06:13:00,18:14:00
1479692404,11/20/2016 12:00:00 AM,15:40:04,288.33,51,30.39,101,47.19,11.25,06:34:00,17:42:00
1478019918,11/1/2016 12:00:00 AM,07:05:18,37.09,45,30.47,60,169.1,4.5,06:24:00,17:48:00
1476899718,10/19/2016 12:00:00 AM,07:55:18,369.23,55,30.46,94,281.85,2.25,06:19:00,17:56:00
1478171718,11/3/2016 12:00:00 AM,01:15:18,1.2,45,30.44,39,185.63,5.62,06:25:00,17:47:00
1481859005,12/15/2016 12:00:00 AM,17:30:05,6.84,48,30.23,102,306.05,6.75,06:50:00,17:46:00
1479038402,11/13/2016 12:00:00 AM,02:00:02,1.2,45,30.45,61,152.36,5.62,06:30:00,17:44:00
1481941817,12/16/2016 12:00:00 AM,16:30:17,275.75,55,30.2,42,220.09,24.75,06:50:00,17:46:00
1475766019,10/6/2016 12:00:00 AM,05:00:19,1.24,47,30.44,91,168.27,3.37,06:15:00,18:07:00
1478624102,11/8/2016 12:00:00 AM,06:55:02,26.34,45,30.42,37,186.45,5.62,06:27:00,17:45:00
1477894518,10/30/2016 12:00:00 AM,20:15:18,1.23,45,30.5,102,348.75,4.5,06:23:00,17:49:00
1482452749,12/22/2016 12:00:00 AM,14:25:49,708.27,60,30.4,56,348.34,7.87,06:53:00,17:49:00
1477028118,10/20/2016 12:00:00 AM,19:35:18,1.22,44,30.45,94,97.68,5.62,06:19:00,17:56:00
1472816102,9/2/2016 12:00:00 AM,01:35:02,2.71,52,30.44,73,159.35,3.37,06:07:00,18:37:00
1477119917,10/21/2016 12:00:00 AM,21:05:17,1.22,44,30.45,91,143.35,7.87,06:19:00,17:55:00
1473804909,9/13/2016 12:00:00 AM,12:15:09,409.73,67,30.45,69,27.09,9.0,06:10:00,18:27:00
1483115705,12/30/2016 12:00:00 AM,06:35:05,1.18,40,30.3,73,190.98,6.75,06:57:00,17:54:00
1482126918,12/18/2016 12:00:00 AM,19:55:18,1.23,45,30.45,99,198.31,6.75,06:51:00,17:47:00
1474998622,9/27/2016 12:00:00 AM,07:50:22,388.16,52,30.38,88,124.56,2.25,06:13:00,18:15:00
1479643518,11/20/2016 12:00:00 AM,02:05:18,1.2,49,30.42,102,126.66,9.0,06:34:00,17:42:00
1476208218,10/11/2016 12:00:00 AM,07:50:18,378.66,55,30.45,76,156.64,4.5,06:16:00,18:03:00
1475077819,9/28/2016 12:00:00 AM,05:50:19,1.2,46,30.38,84,188.5,7.87,06:13:00,18:14:00
1474490707,9/21/2016 12:00:00 AM,10:45:07,916.01,58,30.43,84,48.4,9.0,06:11:00,18:20:00
1477702517,10/28/2016 12:00:00 AM,14:55:17,389.99,49,30.37,100,71.98,5.62,06:22:00,17:51:00
1475620826,10/4/2016 12:00:00 AM,12:40:26,322.1,56,30.44,102,63.43,6.75,06:14:00,18:08:00
1474290905,9/19/2016 12:00:00 AM,03:15:05,1.22,48,30.41,51,185.9,9.0,06:11:00,18:22:00
1472830805,9/2/2016 12:00:00 AM,05:40:05,2.74,46,30.43,74,190.5,9.0,06:07:00,18:37:00
1474881622,9/25/2016 12:00:00 AM,23:20:22,1.25,48,30.46,51,154.99,6.75,06:12:00,18:16:00
1477430718,10/25/2016 12:00:00 AM,11:25:18,951.09,63,30.48,56,65.19,1.12,06:21:00,17:52:00
1482701795,12/25/2016 12:00:00 AM,11:36:35,846.74,53,30.45,91,70.75,10.12,06:55:00,17:51:00
1480619403,12/1/2016 12:00:00 AM,09:10:03,13.24,45,30.43,96,119.2,14.62,06:41:00,17:42:00
1474259405,9/18/2016 12:00:00 AM,18:30:05,1.91,54,30.43,101,194.65,5.62,06:11:00,18:23:00
1476489622,10/14/2016 12:00:00 AM,14:00:22,869.9,64,30.45,56,8.3,10.12,06:17:00,18:00:00
1480012504,11/24/2016 12:00:00 AM,08:35:04,367.79,46,30.49,99,65.99,3.37,06:37:00,17:42:00
1482625569,12/24/2016 12:00:00 AM,14:26:09,713.33,58,30.41,56,6.99,9.0,06:54:00,17:50:00
1474419905,9/20/2016 12:00:00 AM,15:05:05,682.9,59,30.38,87,353.5,7.87,06:11:00,18:21:00
1482983143,12/28/2016 12:00:00 AM,17:45:43,7.94,46,30.35,101,98.77,3.37,06:56:00,17:52:00
1474884323,9/26/2016 12:00:00 AM,00:05:23,1.28,47,30.45,51,184.32,4.5,06:12:00,18:15:00
1481242549,12/8/2016 12:00:00 AM,14:15:49,322.65,58,30.34,92,98.47,7.87,06:45:00,17:44:00
1477040720,10/20/2016 12:00:00 AM,23:05:20,1.21,44,30.45,96,91.72,5.62,06:19:00,17:56:00
1474123808,9/17/2016 12:00:00 AM,04:50:08,1.22,53,30.45,96,161.12,4.5,06:10:00,18:24:00
1475885719,10/7/2016 12:00:00 AM,14:15:19,157.09,57,30.39,97,26.27,4.5,06:15:00,18:06:00
1476317120,10/12/2016 12:00:00 AM,14:05:20,935.46,60,30.43,86,78.21,3.37,06:16:00,18:02:00
1479374401,11/16/2016 12:00:00 AM,23:20:01,1.23,50,30.43,26,147.45,16.87,06:32:00,17:43:00
1482430849,12/22/2016 12:00:00 AM,08:20:49,325.24,54,30.44,32,141.3,6.75,06:53:00,17:49:00
1482404749,12/22/2016 12:00:00 AM,01:05:49,1.24,45,30.41,99,68.6,3.37,06:53:00,17:49:00
1479625518,11/19/2016 12:00:00 AM,21:05:18,1.24,48,30.46,97,150.66,6.75,06:34:00,17:42:00
1473888304,9/14/2016 12:00:00 AM,11:25:04,383.85,59,30.46,78,44.89,7.87,06:10:00,18:26:00
1482847250,12/27/2016 12:00:00 AM,04:00:50,1.24,45,30.4,34,171.14,13.5,06:56:00,17:52:00
1478503204,11/6/2016 12:00:00 AM,21:20:04,1.24,54,30.49,23,224.06,7.87,06:26:00,17:46:00
1480710319,12/2/2016 12:00:00 AM,10:25:19,10.9,45,30.42,93,206.95,7.87,06:42:00,17:42:00
1475771419,10/6/2016 12:00:00 AM,06:30:19,34.55,46,30.45,90,177.15,5.62,06:15:00,18:07:00
1475410219,10/2/2016 12:00:00 AM,02:10:19,1.26,50,30.44,101,28.38,3.37,06:14:00,18:10:00
1472905804,9/3/2016 12:00:00 AM,02:30:04,2.35,52,30.41,95,177.36,3.37,06:08:00,18:36:00
1482660096,12/25/2016 12:00:00 AM,00:01:36,1.22,46,30.46,31,165.11,7.87,06:55:00,17:51:00
1482550549,12/23/2016 12:00:00 AM,17:35:49,12.18,54,30.46,79,119.37,3.37,06:54:00,17:50:00
1478552407,11/7/2016 12:00:00 AM,11:00:07,896.77,64,30.47,17,359.93,10.12,06:27:00,17:46:00
1475050821,9/27/2016 12:00:00 AM,22:20:21,1.28,50,30.41,92,184.99,5.62,06:13:00,18:15:00
1481280049,12/9/2016 12:00:00 AM,00:40:49,1.28,47,30.37,69,228.38,4.5,06:46:00,17:44:00
